timestamp,co2_1,co2_2,ph1,gs3_1_temp,gs3_1_ec,gs3_2_temp,gs3_2_ec
4/27/17 10:23,1646.305833,1498.08078,6.160858,8.3,11,8.5,8
4/27/17 10:24,1640.002544,1531.429386,6.133388,8.2,11,8.5,8
4/27/17 10:24,1598.08145,1575.03794,6.148645,8.2,11,8.5,8
4/27/17 10:24,1562.22504,1595.61809,6.145594,8.2,11,8.5,8
4/27/17 10:24,1526.093167,1623.836811,6.139491,8.3,11,8.5,8
4/27/17 10:24,1550.095606,1654.559145,6.124233,8.3,11,8.5,8
4/27/17 10:24,1581.679182,1628.907387,6.127285,8.3,11,8.5,8
4/27/17 10:24,1598.856392,1582.733845,6.127285,8.3,11,8.5,8
4/27/17 10:24,1641.0553,1567.342036,6.121182,8.3,11,8.5,8
4/27/17 10:24,1663.79592,1572.414871,6.133381,8.3,12,8.5,7
4/27/17 10:24,1660.920597,1575.038884,6.124227,8.2,11,8.5,8
4/27/17 10:24,1669.75498,1580.110491,6.124227,8.2,11,8.5,8
4/27/17 10:24,1699.890514,1616.081508,6.145587,8.3,11,8.5,8
4/27/17 10:25,1735.251992,1633.977948,6.15169,8.3,11,8.5,8
4/27/17 10:25,1764.298954,1600.631517,6.121176,8.3,11,8.5,8
4/27/17 10:25,1731.463097,1549.386182,6.142536,8.3,11,8.5,8
4/27/17 10:25,1687.261481,1531.373762,6.142531,8.3,11,8.5,8
4/27/17 10:25,1661.458303,1577.545599,6.136428,8.3,11,8.5,8
4/27/17 10:25,1613.482603,1600.690642,6.118119,8.3,11,8.5,7
4/27/17 10:25,1565.002053,1592.99568,6.136428,8.2,11,8.5,8
4/27/17 10:25,1558.443672,1598.125655,6.151685,8.3,11,8.5,9
4/27/17 10:25,1566.263578,1603.256572,6.133377,8.2,11,8.5,8
4/27/17 10:25,1539.500122,1605.821559,6.145582,8.3,11,8.5,9
4/27/17 10:25,1506.664265,1616.082451,6.157784,8.3,11,8.5,8
4/27/17 10:25,1509.469923,1618.707592,6.160836,8.2,11,8.5,9
4/27/17 10:26,1518.794992,1631.474261,6.12727,8.3,11,8.5,8
4/27/17 10:26,1524.614712,1628.90833,6.14863,8.2,12,8.5,8
4/27/17 10:26,1561.192719,1621.272673,6.14863,8.3,11,8.5,8
4/27/17 10:26,1597.594046,1636.604235,6.14863,8.3,11,8.5,8
4/27/17 10:26,1659.256936,1634.039248,6.145578,8.3,11,8.5,9
4/27/17 10:26,1668.437759,1603.201858,6.151679,8.2,11,8.5,8
4/27/17 10:26,1617.223583,1605.708476,6.133369,8.2,11,8.5,9
4/27/17 10:26,1571.775233,1633.98359,6.145576,8.2,12,8.5,7
4/27/17 10:26,1558.638736,1649.374456,6.139472,8.2,11,8.5,9
4/27/17 10:26,1569.2495,1649.43479,6.148627,8.2,11,8.5,7
4/27/17 10:26,1568.494138,1621.158654,6.136421,8.3,11,8.5,7
4/27/17 10:26,1587.838645,1636.608442,6.127266,8.2,11,8.5,8
4/27/17 10:27,1648.010788,1692.935843,6.133367,8.3,11,8.5,9
4/27/17 10:27,1659.376546,1703.258095,6.127264,8.3,11,8.5,8
4/27/17 10:27,1628.542027,1705.823175,6.118109,8.2,11,8.5,8
4/27/17 10:27,1598.753035,1687.867609,6.112006,8.2,11,8.5,8
4/27/17 10:27,1572.994457,1626.303779,6.118109,8.2,11,8.5,8
4/27/17 10:27,1543.950988,1574.943605,6.13947,8.3,11,8.5,8
4/27/17 10:27,1497.732168,1536.467854,6.133367,8.3,11,8.5,8
4/27/17 10:27,1497.513556,1544.162816,6.145573,8.2,12,8.5,8
4/27/17 10:27,1543.213779,1592.918325,6.12421,8.3,11,8.5,8
4/27/17 10:27,1549.027844,1610.874178,6.151674,8.2,11,8.5,9
4/27/17 10:27,1567.449912,1639.149938,6.160829,8.2,11,8.5,8
4/27/17 10:27,1604.025434,1687.888363,6.169983,8.3,11,8.5,8
4/27/17 10:28,1620.45528,1694.239562,6.121159,8.2,11,8.5,7
4/27/17 10:28,1630.870617,1672.435756,6.108953,8.3,12,8.5,8
4/27/17 10:28,1591.943402,1649.349929,6.118107,8.3,11,8.5,8
4/27/17 10:28,1604.064748,1618.585177,6.121187,8.2,11,8.5,8
4/27/17 10:28,1658.150427,1603.194311,6.124238,8.3,11,8.5,9
4/27/17 10:28,1631.094864,1585.238457,6.124238,8.3,11,8.5,8
4/27/17 10:28,1592.481498,1598.005308,6.157804,8.3,11,8.5,8
4/27/17 10:28,1583.641361,1645.518957,6.115084,8.3,11,8.5,9
4/27/17 10:28,1584.383882,1627.563103,6.124238,8.3,11,8.5,8
4/27/17 10:28,1613.201432,1613.514223,6.14865,8.3,11,8.5,8
4/27/17 10:28,1626.794463,1626.352835,6.160849,8.2,11,8.5,8
4/27/17 10:28,1613.441482,1636.554237,6.136437,8.2,11,8.5,7
4/27/17 10:29,1582.622549,1694.269749,6.157797,8.2,11,8.5,8
4/27/17 10:29,1535.926658,1718.638542,6.12118,8.2,10,8.5,8
4/27/17 10:29,1532.140229,1687.85681,6.139488,8.2,11,8.5,8
